idx,AirQualityStation,no2,img_path,s5p_path
76,STA.09.SCHA,12.43919002643311,STA.09.SCHA/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.09.SCHA/l3_mean_europe_2018_2020_005dg.netcdf
77,STA_PL0002R,6.801947144116813,STA_PL0002R/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEC_20200822T115325.npy,STA_PL0002R/l3_mean_europe_2018_2020_005dg.netcdf
78,STA-TR450241,31.171487332929644,STA-TR450241/S2B_MSIL2A_20200731T085559_N0214_R007_T35SND_20200731T120922.npy,STA-TR450241/l3_mean_europe_2018_2020_005dg.netcdf
79,STA_PL0182A,7.332958498286562,STA_PL0182A/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA_PL0182A/l3_mean_europe_2018_2020_005dg.netcdf
80,STA-RO0113A,23.08566770529109,STA-RO0113A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TNL_20200828T114933.npy,STA-RO0113A/l3_mean_europe_2018_2020_005dg.netcdf
81,STA.DE_DEHE140,50.3415867496154,STA.DE_DEHE140/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE140/l3_mean_europe_2018_2020_005dg.netcdf
82,STA.DE_DETH036,15.44474060568254,STA.DE_DETH036/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DETH036/l3_mean_europe_2018_2020_005dg.netcdf
83,STA.IT1152A,29.487862558252765,STA.IT1152A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1152A/l3_mean_europe_2018_2020_005dg.netcdf
84,STA.03.0065,14.845597127609455,STA.03.0065/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.03.0065/l3_mean_europe_2018_2020_005dg.netcdf
85,STA.IT1921A,21.443206868546234,STA.IT1921A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1921A/l3_mean_europe_2018_2020_005dg.netcdf
86,STA-RO0181A,16.182235511019396,STA-RO0181A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0181A/l3_mean_europe_2018_2020_005dg.netcdf
87,STA.DE_DEBY118,27.606379676391693,STA.DE_DEBY118/S2B_MSIL2A_20200821T100559_N0214_R022_T33UUP_20200821T130423.npy,STA.DE_DEBY118/l3_mean_europe_2018_2020_005dg.netcdf
88,STA.DE_DEHE042,15.165544020121686,STA.DE_DEHE042/S2A_MSIL2A_20200921T103031_N0214_R108_T32UMB_20200921T151006.npy,STA.DE_DEHE042/l3_mean_europe_2018_2020_005dg.netcdf
89,STA-SI0038A,16.906769541238013,STA-SI0038A/S2B_MSIL2A_20200410T100029_N0214_R122_T33TUL_20200410T134801.npy,STA-SI0038A/l3_mean_europe_2018_2020_005dg.netcdf
90,STA.IT1617A,7.560124101597612,STA.IT1617A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1617A/l3_mean_europe_2018_2020_005dg.netcdf
91,STA-RO0107A,25.76366512741065,STA-RO0107A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-RO0107A/l3_mean_europe_2018_2020_005dg.netcdf
92,STA_ES0651A,15.834269312367404,STA_ES0651A/S2B_MSIL2A_20200813T104629_N0214_R051_T30SXG_20200813T140017.npy,STA_ES0651A/l3_mean_europe_2018_2020_005dg.netcdf
93,STA_PL0048A,10.656220169560275,STA_PL0048A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0048A/l3_mean_europe_2018_2020_005dg.netcdf
94,STA-FR14022,11.992880210831606,STA-FR14022/S2B_MSIL2A_20200721T103629_N0214_R008_T31UEQ_20200721T142714.npy,STA-FR14022/l3_mean_europe_2018_2020_005dg.netcdf
95,STA_ES1941A,36.987756736655406,STA_ES1941A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1941A/l3_mean_europe_2018_2020_005dg.netcdf
96,STA.DE_DEBY033,23.428986067039308,STA.DE_DEBY033/S2B_MSIL2A_20200406T101559_N0214_R065_T32UQU_20200406T134514.npy,STA.DE_DEBY033/l3_mean_europe_2018_2020_005dg.netcdf
97,STA.DE_DEUB046,2.875140180784596,STA.DE_DEUB046/S2B_MSIL2A_20200821T100559_N0214_R022_T33UUQ_20200821T130423.npy,STA.DE_DEUB046/l3_mean_europe_2018_2020_005dg.netcdf
98,STA-SI0033A,12.661783355198686,STA-SI0033A/S2B_MSIL2A_20200914T095029_N0214_R079_T33TWM_20200914T121343.npy,STA-SI0033A/l3_mean_europe_2018_2020_005dg.netcdf
99,STA-SE31752,14.132630133287675,STA-SE31752/S2A_MSIL2A_20200613T103031_N0214_R108_T34WET_20200613T120604.npy,STA-SE31752/l3_mean_europe_2018_2020_005dg.netcdf
100,STA-FR23123,11.343265511596837,STA-FR23123/S2B_MSIL2A_20200806T105619_N0214_R094_T30UXU_20200806T131026.npy,STA-FR23123/l3_mean_europe_2018_2020_005dg.netcdf
101,STA_ES1563A,28.341709709244967,STA_ES1563A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1563A/l3_mean_europe_2018_2020_005dg.netcdf
102,GIB_Station_GB0050A,33.27526697157447,GIB_Station_GB0050A/S2B_MSIL2A_20190911T105629_N0213_R094_T30STF_20190911T153346.npy,GIB_Station_GB0050A/l3_mean_europe_2018_2020_005dg.netcdf
103,STA.DE_DESH022,26.842403507038192,STA.DE_DESH022/S2A_MSIL2A_20200815T104031_N0214_R008_T32UNF_20200815T115046.npy,STA.DE_DESH022/l3_mean_europe_2018_2020_005dg.netcdf
104,STA.DE_DEHE099,52.701541838000004,STA.DE_DEHE099/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE099/l3_mean_europe_2018_2020_005dg.netcdf
105,STA.IE.IE002CM,12.927960481676724,STA.IE.IE002CM/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE002CM/l3_mean_europe_2018_2020_005dg.netcdf
106,STA-FR30019,11.579005388245065,STA-FR30019/S2A_MSIL2A_20200623T103031_N0214_R108_T32ULU_20200623T142851.npy,STA-FR30019/l3_mean_europe_2018_2020_005dg.netcdf
107,STA-BG0058A,18.014451833318503,STA-BG0058A/S2A_MSIL2A_20200513T092031_N0214_R093_T34TFM_20200513T121338.npy,STA-BG0058A/l3_mean_europe_2018_2020_005dg.netcdf
108,STA.IT1340A,29.466109621500287,STA.IT1340A/S2B_MSIL2A_20200722T100559_N0214_R022_T32TPR_20200722T141538.npy,STA.IT1340A/l3_mean_europe_2018_2020_005dg.netcdf
109,STA.IT0839A,26.95750044145523,STA.IT0839A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0839A/l3_mean_europe_2018_2020_005dg.netcdf
110,STA.DE_DEHE045,15.691881159295432,STA.DE_DEHE045/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE045/l3_mean_europe_2018_2020_005dg.netcdf
111,STA-RO0110A,18.078392736688357,STA-RO0110A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-RO0110A/l3_mean_europe_2018_2020_005dg.netcdf
112,STA-XK0009A,31.34533948029942,STA-XK0009A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TEN_20200710T123936.npy,STA-XK0009A/l3_mean_europe_2018_2020_005dg.netcdf
113,STA_ES1948A,3.2089944003733084,STA_ES1948A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1948A/l3_mean_europe_2018_2020_005dg.netcdf
114,STA-RO0075A,34.28865260187126,STA-RO0075A/S2B_MSIL2A_20200829T093039_N0214_R136_T34TFS_20200829T115846.npy,STA-RO0075A/l3_mean_europe_2018_2020_005dg.netcdf
115,STA_PL0705A,30.95134013946633,STA_PL0705A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0705A/l3_mean_europe_2018_2020_005dg.netcdf
116,STA-PT02018,10.927625960717334,STA-PT02018/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNE_20200718T123331.npy,STA-PT02018/l3_mean_europe_2018_2020_005dg.netcdf
117,STA.IT1423A,17.012504154967964,STA.IT1423A/S2A_MSIL2A_20200803T100031_N0214_R122_T33TVH_20200803T114800.npy,STA.IT1423A/l3_mean_europe_2018_2020_005dg.netcdf
118,Station_GB1090A,14.688969780120098,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_europe_2018_2020_005dg.netcdf
119,STA.DE_DENW331,43.155999995600006,STA.DE_DENW331/S2A_MSIL2A_20200427T104031_N0214_R008_T31UGT_20200427T141614.npy,STA.DE_DENW331/l3_mean_europe_2018_2020_005dg.netcdf
120,STA-LT00044,11.170478032461043,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,STA-LT00044/l3_mean_europe_2018_2020_005dg.netcdf
121,STA_ES1072A,23.22436923076923,STA_ES1072A/S2B_MSIL2A_20190911T105629_N0213_R094_T30STF_20190911T153346.npy,STA_ES1072A/l3_mean_europe_2018_2020_005dg.netcdf
122,Station_GB0729A,17.130946730620327,Station_GB0729A/S2A_MSIL2A_20201105T112251_N0214_R037_T30VWJ_20201105T140902.npy,Station_GB0729A/l3_mean_europe_2018_2020_005dg.netcdf
123,STA_ES0824A,11.523659124842082,STA_ES0824A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES0824A/l3_mean_europe_2018_2020_005dg.netcdf
124,STA-FR07054,12.617790946514775,STA-FR07054/S2A_MSIL2A_20200318T104021_N0214_R008_T31TEK_20200318T113132.npy,STA-FR07054/l3_mean_europe_2018_2020_005dg.netcdf
125,STA.DE_DEBE061,37.940261145532425,STA.DE_DEBE061/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBE061/l3_mean_europe_2018_2020_005dg.netcdf
126,STA.IT0459A,28.28821311202359,STA.IT0459A/S2B_MSIL2A_20200729T100029_N0214_R122_T33TUJ_20200729T134154.npy,STA.IT0459A/l3_mean_europe_2018_2020_005dg.netcdf
127,STA.IT1871A,23.669913151364764,STA.IT1871A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1871A/l3_mean_europe_2018_2020_005dg.netcdf
128,STA-CH0046A,17.982390465868964,STA-CH0046A/S2A_MSIL2A_20190219T103051_N0211_R108_T31TGM_20190219T133225.npy,STA-CH0046A/l3_mean_europe_2018_2020_005dg.netcdf
129,STA.DE_DEBW223,35.342647112857144,STA.DE_DEBW223/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW223/l3_mean_europe_2018_2020_005dg.netcdf
130,STA_ES1435A,4.959968364056701,STA_ES1435A/S2B_MSIL2A_20201111T105259_N0214_R051_T31TBE_20201111T134038.npy,STA_ES1435A/l3_mean_europe_2018_2020_005dg.netcdf
131,STA-RO0071A,22.008176328363128,STA-RO0071A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0071A/l3_mean_europe_2018_2020_005dg.netcdf
132,STA_ES1549A,17.32988857456267,STA_ES1549A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES1549A/l3_mean_europe_2018_2020_005dg.netcdf
133,STA_ES1610A,33.40450334376342,STA_ES1610A/S2B_MSIL2A_20200731T103629_N0214_R008_T31SDD_20200731T140558.npy,STA_ES1610A/l3_mean_europe_2018_2020_005dg.netcdf
134,STA.DE_DEBW231,31.17313746285714,STA.DE_DEBW231/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW231/l3_mean_europe_2018_2020_005dg.netcdf
